ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION,valid_ICD10_2025,valid_ICD10_2026
O0881,203.0,9 <= age <= 64,,,True,True
O0882,203.0,9 <= age <= 64,,,True,True
O0883,203.0,9 <= age <= 64,,,True,True
O0889,203.0,9 <= age <= 64,,,True,True
O089,203.0,9 <= age <= 64,,,True,True
O0900,212.0,9 <= age <= 64,,,True,True
O0901,212.0,9 <= age <= 64,,,True,True
O0902,212.0,9 <= age <= 64,,,True,True
O0903,212.0,9 <= age <= 64,,,True,True
O0910,212.0,9 <= age <= 64,,,True,True
O0911,212.0,9 <= age <= 64,,,True,True
O0912,212.0,9 <= age <= 64,,,True,True
O0913,212.0,9 <= age <= 64,,,True,True
O09211,212.0,9 <= age <= 64,,,True,True
O09212,212.0,9 <= age <= 64,,,True,True
O09213,212.0,9 <= age <= 64,,,True,True
O09219,212.0,9 <= age <= 64,,,True,True
O09291,212.0,9 <= age <= 64,,,True,True
O09292,212.0,9 <= age <= 64,,,True,True
O09293,212.0,9 <= age <= 64,,,True,True
O09299,212.0,9 <= age <= 64,,,True,True
O0930,212.0,9 <= age <= 64,,,True,True
O0931,212.0,9 <= age <= 64,,,True,True
O0932,212.0,9 <= age <= 64,,,True,True
O0933,212.0,9 <= age <= 64,,,True,True
O0940,212.0,9 <= age <= 64,,,True,True
O0941,212.0,9 <= age <= 64,,,True,True
O0942,212.0,9 <= age <= 64,,,True,True
O0943,212.0,9 <= age <= 64,,,True,True
O09511,212.0,9 <= age <= 64,,,True,True
O09512,212.0,9 <= age <= 64,,,True,True
O09513,212.0,9 <= age <= 64,,,True,True
O09519,212.0,9 <= age <= 64,,,True,True
O09521,212.0,9 <= age <= 64,,,True,True
O09522,212.0,9 <= age <= 64,,,True,True
O09523,212.0,9 <= age <= 64,,,True,True
O09529,212.0,9 <= age <= 64,,,True,True
O09611,212.0,9 <= age <= 64,,,True,True
O09612,212.0,9 <= age <= 64,,,True,True
O09613,212.0,9 <= age <= 64,,,True,True
O09619,212.0,9 <= age <= 64,,,True,True
O09621,212.0,9 <= age <= 64,,,True,True
O09622,212.0,9 <= age <= 64,,,True,True
O09623,212.0,9 <= age <= 64,,,True,True
O09629,212.0,9 <= age <= 64,,,True,True
O0970,212.0,9 <= age <= 64,,,True,True
O0971,212.0,9 <= age <= 64,,,True,True
O0972,212.0,9 <= age <= 64,,,True,True
O0973,212.0,9 <= age <= 64,,,True,True
O09811,211.0,9 <= age <= 64,,,True,True
O09812,211.0,9 <= age <= 64,,,True,True
O09813,211.0,9 <= age <= 64,,,True,True
O09819,211.0,9 <= age <= 64,,,True,True
O09821,212.0,9 <= age <= 64,,,True,True
O09822,212.0,9 <= age <= 64,,,True,True
O09823,212.0,9 <= age <= 64,,,True,True
O09829,212.0,9 <= age <= 64,,,True,True
O09891,212.0,9 <= age <= 64,,,True,True
O09892,212.0,9 <= age <= 64,,,True,True
O09893,212.0,9 <= age <= 64,,,True,True
O09899,212.0,9 <= age <= 64,,,True,True
O0990,212.0,9 <= age <= 64,,,True,True
O0991,212.0,9 <= age <= 64,,,True,True
O0992,212.0,9 <= age <= 64,,,True,True
O0993,212.0,9 <= age <= 64,,,True,True
O09A0,212.0,9 <= age <= 64,,,True,True
O09A1,212.0,9 <= age <= 64,,,True,True
O09A2,212.0,9 <= age <= 64,,,True,True
O09A3,212.0,9 <= age <= 64,,,True,True
O10011,211.0,9 <= age <= 64,,,True,True
O10012,211.0,9 <= age <= 64,,,True,True
O10013,211.0,9 <= age <= 64,,,True,True
O10019,211.0,9 <= age <= 64,,,True,True
O1002,208.0,9 <= age <= 64,,,True,True
O1003,208.0,9 <= age <= 64,,,True,True
O10111,211.0,9 <= age <= 64,,,True,True
O10112,211.0,9 <= age <= 64,,,True,True
O10113,211.0,9 <= age <= 64,,,True,True
O10119,211.0,9 <= age <= 64,,,True,True
O1012,208.0,9 <= age <= 64,,,True,True
O1013,208.0,9 <= age <= 64,,,True,True
O10211,211.0,9 <= age <= 64,,,True,True
O10212,211.0,9 <= age <= 64,,,True,True
O10213,211.0,9 <= age <= 64,,,True,True
O10219,211.0,9 <= age <= 64,,,True,True
O1022,208.0,9 <= age <= 64,,,True,True
O1023,208.0,9 <= age <= 64,,,True,True
O10311,211.0,9 <= age <= 64,,,True,True
O10312,211.0,9 <= age <= 64,,,True,True
O10313,211.0,9 <= age <= 64,,,True,True
O10319,211.0,9 <= age <= 64,,,True,True
O1032,208.0,9 <= age <= 64,,,True,True
O1033,208.0,9 <= age <= 64,,,True,True
O10411,211.0,9 <= age <= 64,,,True,True
O10412,211.0,9 <= age <= 64,,,True,True
O10413,211.0,9 <= age <= 64,,,True,True
O10419,211.0,9 <= age <= 64,,,True,True
O1042,208.0,9 <= age <= 64,,,True,True
O1043,208.0,9 <= age <= 64,,,True,True
O10911,211.0,9 <= age <= 64,,,True,True
O10912,211.0,9 <= age <= 64,,,True,True
O10913,211.0,9 <= age <= 64,,,True,True
O10919,211.0,9 <= age <= 64,,,True,True
O1092,208.0,9 <= age <= 64,,,True,True
O1093,208.0,9 <= age <= 64,,,True,True
O111,211.0,9 <= age <= 64,,,True,True
O112,211.0,9 <= age <= 64,,,True,True
O113,211.0,9 <= age <= 64,,,True,True
O114,208.0,9 <= age <= 64,,,True,True
O115,208.0,9 <= age <= 64,,,True,True
O119,211.0,9 <= age <= 64,,,True,True
O1200,212.0,9 <= age <= 64,,,True,True
O1201,212.0,9 <= age <= 64,,,True,True
O1202,212.0,9 <= age <= 64,,,True,True
O1203,212.0,9 <= age <= 64,,,True,True
O1204,209.0,9 <= age <= 64,,,True,True
O1205,209.0,9 <= age <= 64,,,True,True
O1210,211.0,9 <= age <= 64,,,True,True
O1211,211.0,9 <= age <= 64,,,True,True
O1212,211.0,9 <= age <= 64,,,True,True
O1213,211.0,9 <= age <= 64,,,True,True
O1214,209.0,9 <= age <= 64,,,True,True
O1215,209.0,9 <= age <= 64,,,True,True
O1220,211.0,9 <= age <= 64,,,True,True
O1220,212.0,9 <= age <= 64,,,True,True
O1221,211.0,9 <= age <= 64,,,True,True
O1221,212.0,9 <= age <= 64,,,True,True
O1222,211.0,9 <= age <= 64,,,True,True
O1222,212.0,9 <= age <= 64,,,True,True
O1223,211.0,9 <= age <= 64,,,True,True
O1223,212.0,9 <= age <= 64,,,True,True
O1224,209.0,9 <= age <= 64,,,True,True
O1225,209.0,9 <= age <= 64,,,True,True
O131,211.0,9 <= age <= 64,,,True,True
O132,211.0,9 <= age <= 64,,,True,True
O133,211.0,9 <= age <= 64,,,True,True
O134,208.0,9 <= age <= 64,,,True,True
O135,208.0,9 <= age <= 64,,,True,True
O139,211.0,9 <= age <= 64,,,True,True
O1400,211.0,9 <= age <= 64,,,True,True
O1402,211.0,9 <= age <= 64,,,True,True
O1403,211.0,9 <= age <= 64,,,True,True
O1404,208.0,9 <= age <= 64,,,True,True
O1405,208.0,9 <= age <= 64,,,True,True
O1410,210.0,9 <= age <= 64,,,True,True
O1412,210.0,9 <= age <= 64,,,True,True
O1413,210.0,9 <= age <= 64,,,True,True
O1414,207.0,9 <= age <= 64,,,True,True
O1415,207.0,9 <= age <= 64,,,True,True
O1420,210.0,9 <= age <= 64,,,True,True
O1422,210.0,9 <= age <= 64,,,True,True
O1423,210.0,9 <= age <= 64,,,True,True
O1424,207.0,9 <= age <= 64,,,True,True
O1425,207.0,9 <= age <= 64,,,True,True
O1490,211.0,9 <= age <= 64,,,True,True
O1492,211.0,9 <= age <= 64,,,True,True
O1493,211.0,9 <= age <= 64,,,True,True
O1494,208.0,9 <= age <= 64,,,True,True
O1495,208.0,9 <= age <= 64,,,True,True
O1500,210.0,9 <= age <= 64,,,True,True
O1502,210.0,9 <= age <= 64,,,True,True
O1503,210.0,9 <= age <= 64,,,True,True
O151,207.0,9 <= age <= 64,,,True,True
O152,207.0,9 <= age <= 64,,,True,True
O159,207.0,9 <= age <= 64,,,True,True
O161,211.0,9 <= age <= 64,,,True,True
O162,211.0,9 <= age <= 64,,,True,True
O163,211.0,9 <= age <= 64,,,True,True
O164,208.0,9 <= age <= 64,,,True,True
O165,208.0,9 <= age <= 64,,,True,True
O169,211.0,9 <= age <= 64,,,True,True
O200,212.0,9 <= age <= 64,,,True,True
O208,212.0,9 <= age <= 64,,,True,True
O209,212.0,9 <= age <= 64,,,True,True
O210,212.0,9 <= age <= 64,,,True,True
O211,212.0,9 <= age <= 64,,,True,True
O212,212.0,9 <= age <= 64,,,True,True
O218,212.0,9 <= age <= 64,,,True,True
O219,212.0,9 <= age <= 64,,,True,True
O2200,212.0,9 <= age <= 64,,,True,True
O2201,212.0,9 <= age <= 64,,,True,True
O2202,212.0,9 <= age <= 64,,,True,True
O2203,212.0,9 <= age <= 64,,,True,True
O2210,212.0,9 <= age <= 64,,,True,True
O2211,212.0,9 <= age <= 64,,,True,True
O2212,212.0,9 <= age <= 64,,,True,True
O2213,212.0,9 <= age <= 64,,,True,True
O2220,212.0,9 <= age <= 64,,,True,True
O2221,212.0,9 <= age <= 64,,,True,True
O2222,212.0,9 <= age <= 64,,,True,True
O2223,212.0,9 <= age <= 64,,,True,True
O2230,210.0,9 <= age <= 64,,,True,True
O2231,210.0,9 <= age <= 64,,,True,True
O2232,210.0,9 <= age <= 64,,,True,True
O2233,210.0,9 <= age <= 64,,,True,True
O2240,212.0,9 <= age <= 64,,,True,True
O2241,212.0,9 <= age <= 64,,,True,True
O2242,212.0,9 <= age <= 64,,,True,True
O2243,212.0,9 <= age <= 64,,,True,True
O2250,210.0,9 <= age <= 64,,,True,True
O2251,210.0,9 <= age <= 64,,,True,True
O2252,210.0,9 <= age <= 64,,,True,True
O2253,210.0,9 <= age <= 64,,,True,True
O228X1,212.0,9 <= age <= 64,,,True,True
O228X2,212.0,9 <= age <= 64,,,True,True
O228X3,212.0,9 <= age <= 64,,,True,True
O228X9,212.0,9 <= age <= 64,,,True,True
O2290,212.0,9 <= age <= 64,,,True,True
O2291,212.0,9 <= age <= 64,,,True,True
O2292,212.0,9 <= age <= 64,,,True,True
O2293,212.0,9 <= age <= 64,,,True,True
O2300,212.0,9 <= age <= 64,,,True,True
O2301,212.0,9 <= age <= 64,,,True,True
O2302,212.0,9 <= age <= 64,,,True,True
O2303,212.0,9 <= age <= 64,,,True,True
O2310,212.0,9 <= age <= 64,,,True,True
O2311,212.0,9 <= age <= 64,,,True,True
O2312,212.0,9 <= age <= 64,,,True,True
O2313,212.0,9 <= age <= 64,,,True,True
O2320,212.0,9 <= age <= 64,,,True,True
O2321,212.0,9 <= age <= 64,,,True,True
O2322,212.0,9 <= age <= 64,,,True,True
O2323,212.0,9 <= age <= 64,,,True,True
O2330,212.0,9 <= age <= 64,,,True,True
O2331,212.0,9 <= age <= 64,,,True,True
O2332,212.0,9 <= age <= 64,,,True,True
O2333,212.0,9 <= age <= 64,,,True,True
O2340,212.0,9 <= age <= 64,,,True,True
O2341,212.0,9 <= age <= 64,,,True,True
O2342,212.0,9 <= age <= 64,,,True,True
O2343,212.0,9 <= age <= 64,,,True,True
O23511,212.0,9 <= age <= 64,,,True,True
O23512,212.0,9 <= age <= 64,,,True,True
O23513,212.0,9 <= age <= 64,,,True,True
O23519,212.0,9 <= age <= 64,,,True,True
O23521,212.0,9 <= age <= 64,,,True,True
O23522,212.0,9 <= age <= 64,,,True,True
O23523,212.0,9 <= age <= 64,,,True,True
O23529,212.0,9 <= age <= 64,,,True,True
O23591,212.0,9 <= age <= 64,,,True,True
O23592,212.0,9 <= age <= 64,,,True,True
O23593,212.0,9 <= age <= 64,,,True,True
O23599,212.0,9 <= age <= 64,,,True,True
O2390,212.0,9 <= age <= 64,,,True,True
O2391,212.0,9 <= age <= 64,,,True,True
O2392,212.0,9 <= age <= 64,,,True,True
O2393,212.0,9 <= age <= 64,,,True,True
O24011,211.0,9 <= age <= 64,,,True,True
O24012,211.0,9 <= age <= 64,,,True,True
O24013,211.0,9 <= age <= 64,,,True,True
O24019,211.0,9 <= age <= 64,,,True,True
O2402,208.0,9 <= age <= 64,,,True,True
O2403,208.0,9 <= age <= 64,,,True,True
O24111,211.0,9 <= age <= 64,,,True,True
O24112,211.0,9 <= age <= 64,,,True,True
O24113,211.0,9 <= age <= 64,,,True,True
O24119,211.0,9 <= age <= 64,,,True,True
O2412,208.0,9 <= age <= 64,,,True,True
O2413,208.0,9 <= age <= 64,,,True,True
O24311,211.0,9 <= age <= 64,,,True,True
O24312,211.0,9 <= age <= 64,,,True,True
O24313,211.0,9 <= age <= 64,,,True,True
O24319,211.0,9 <= age <= 64,,,True,True
O2432,208.0,9 <= age <= 64,,,True,True
O2433,208.0,9 <= age <= 64,,,True,True
O24410,212.0,9 <= age <= 64,,,True,True
O24414,212.0,9 <= age <= 64,,,True,True
O24415,212.0,9 <= age <= 64,,,True,True
O24419,212.0,9 <= age <= 64,,,True,True
O24420,209.0,9 <= age <= 64,,,True,True
O24424,209.0,9 <= age <= 64,,,True,True
O24425,209.0,9 <= age <= 64,,,True,True
O24429,209.0,9 <= age <= 64,,,True,True
O24430,209.0,9 <= age <= 64,,,True,True
O24434,209.0,9 <= age <= 64,,,True,True
O24435,209.0,9 <= age <= 64,,,True,True
O24439,209.0,9 <= age <= 64,,,True,True
O24811,211.0,9 <= age <= 64,,,True,True
O24812,211.0,9 <= age <= 64,,,True,True
O24813,211.0,9 <= age <= 64,,,True,True
O24819,211.0,9 <= age <= 64,,,True,True
O2482,208.0,9 <= age <= 64,,,True,True
O2483,208.0,9 <= age <= 64,,,True,True
O24911,211.0,9 <= age <= 64,,,True,True
O24912,211.0,9 <= age <= 64,,,True,True
O24913,211.0,9 <= age <= 64,,,True,True
O24919,211.0,9 <= age <= 64,,,True,True
O2492,208.0,9 <= age <= 64,,,True,True
O2493,208.0,9 <= age <= 64,,,True,True
O2510,212.0,9 <= age <= 64,,,True,True
O2511,212.0,9 <= age <= 64,,,True,True
O2512,212.0,9 <= age <= 64,,,True,True
O2513,212.0,9 <= age <= 64,,,True,True
O252,209.0,9 <= age <= 64,,,True,True
O253,209.0,9 <= age <= 64,,,True,True
O2600,212.0,9 <= age <= 64,,,True,True
O2601,212.0,9 <= age <= 64,,,True,True
O2602,212.0,9 <= age <= 64,,,True,True
O2603,212.0,9 <= age <= 64,,,True,True
O2610,212.0,9 <= age <= 64,,,True,True
O2611,212.0,9 <= age <= 64,,,True,True
O2612,212.0,9 <= age <= 64,,,True,True
O2613,212.0,9 <= age <= 64,,,True,True
O2620,212.0,9 <= age <= 64,,,True,True
O2621,212.0,9 <= age <= 64,,,True,True
O2622,212.0,9 <= age <= 64,,,True,True
O2623,212.0,9 <= age <= 64,,,True,True
O2630,212.0,9 <= age <= 64,,,True,True
O2631,212.0,9 <= age <= 64,,,True,True
O2632,212.0,9 <= age <= 64,,,True,True
O2633,212.0,9 <= age <= 64,,,True,True
O2640,212.0,9 <= age <= 64,,,True,True
O2641,212.0,9 <= age <= 64,,,True,True
O2642,212.0,9 <= age <= 64,,,True,True
O2643,212.0,9 <= age <= 64,,,True,True
O2650,211.0,9 <= age <= 64,,,True,True
O2651,211.0,9 <= age <= 64,,,True,True
O2652,211.0,9 <= age <= 64,,,True,True
O2653,211.0,9 <= age <= 64,,,True,True
O26611,211.0,9 <= age <= 64,,,True,True
O26612,211.0,9 <= age <= 64,,,True,True
O26613,211.0,9 <= age <= 64,,,True,True
O26619,211.0,9 <= age <= 64,,,True,True
O2662,208.0,9 <= age <= 64,,,True,True
O2663,208.0,9 <= age <= 64,,,True,True
O26641,211.0,9 <= age <= 64,,,True,True
O26642,211.0,9 <= age <= 64,,,True,True
O26643,211.0,9 <= age <= 64,,,True,True
O26649,211.0,9 <= age <= 64,,,True,True
O26711,212.0,9 <= age <= 64,,,True,True
O26712,212.0,9 <= age <= 64,,,True,True
O26713,212.0,9 <= age <= 64,,,True,True
O26719,212.0,9 <= age <= 64,,,True,True
O2672,209.0,9 <= age <= 64,,,True,True
O2673,209.0,9 <= age <= 64,,,True,True
O26811,212.0,9 <= age <= 64,,,True,True
O26812,212.0,9 <= age <= 64,,,True,True
O26813,212.0,9 <= age <= 64,,,True,True
O26819,212.0,9 <= age <= 64,,,True,True
O26821,212.0,9 <= age <= 64,,,True,True
O26822,212.0,9 <= age <= 64,,,True,True
O26823,212.0,9 <= age <= 64,,,True,True
O26829,212.0,9 <= age <= 64,,,True,True
O26831,211.0,9 <= age <= 64,,,True,True
O26832,211.0,9 <= age <= 64,,,True,True
O26833,211.0,9 <= age <= 64,,,True,True
O26839,211.0,9 <= age <= 64,,,True,True
O26841,212.0,9 <= age <= 64,,,True,True
O26842,212.0,9 <= age <= 64,,,True,True
O26843,212.0,9 <= age <= 64,,,True,True
O26849,212.0,9 <= age <= 64,,,True,True
O26851,212.0,9 <= age <= 64,,,True,True
O26852,212.0,9 <= age <= 64,,,True,True
O26853,212.0,9 <= age <= 64,,,True,True
O26859,212.0,9 <= age <= 64,,,True,True
O2686,212.0,9 <= age <= 64,,,True,True
O26872,210.0,9 <= age <= 64,,,True,True
O26873,210.0,9 <= age <= 64,,,True,True
O26879,210.0,9 <= age <= 64,,,True,True
O26891,212.0,9 <= age <= 64,,,True,True
O26892,212.0,9 <= age <= 64,,,True,True
O26893,212.0,9 <= age <= 64,,,True,True
O26899,212.0,9 <= age <= 64,,,True,True
O2690,212.0,9 <= age <= 64,,,True,True
O2691,212.0,9 <= age <= 64,,,True,True
O2692,212.0,9 <= age <= 64,,,True,True
O2693,212.0,9 <= age <= 64,,,True,True
O29011,210.0,9 <= age <= 64,,,True,True
O29012,210.0,9 <= age <= 64,,,True,True
O29013,210.0,9 <= age <= 64,,,True,True
O29019,210.0,9 <= age <= 64,,,True,True
O29021,210.0,9 <= age <= 64,,,True,True
O29022,210.0,9 <= age <= 64,,,True,True
O29023,210.0,9 <= age <= 64,,,True,True
O29029,210.0,9 <= age <= 64,,,True,True
O29091,212.0,9 <= age <= 64,,,True,True
O29092,212.0,9 <= age <= 64,,,True,True
O29093,212.0,9 <= age <= 64,,,True,True
O29099,212.0,9 <= age <= 64,,,True,True
O29111,210.0,9 <= age <= 64,,,True,True
O29112,210.0,9 <= age <= 64,,,True,True
O29113,210.0,9 <= age <= 64,,,True,True
O29119,210.0,9 <= age <= 64,,,True,True
O29121,210.0,9 <= age <= 64,,,True,True
O29122,210.0,9 <= age <= 64,,,True,True
O29123,210.0,9 <= age <= 64,,,True,True
O29129,210.0,9 <= age <= 64,,,True,True
O29191,212.0,9 <= age <= 64,,,True,True
O29192,212.0,9 <= age <= 64,,,True,True
O29193,212.0,9 <= age <= 64,,,True,True
O29199,212.0,9 <= age <= 64,,,True,True
O29211,210.0,9 <= age <= 64,,,True,True
O29212,210.0,9 <= age <= 64,,,True,True
O29213,210.0,9 <= age <= 64,,,True,True
O29219,210.0,9 <= age <= 64,,,True,True
O29291,210.0,9 <= age <= 64,,,True,True
O29292,210.0,9 <= age <= 64,,,True,True
O29293,210.0,9 <= age <= 64,,,True,True
O29299,210.0,9 <= age <= 64,,,True,True
O293X1,212.0,9 <= age <= 64,,,True,True
O293X2,212.0,9 <= age <= 64,,,True,True
O293X3,212.0,9 <= age <= 64,,,True,True
O293X9,212.0,9 <= age <= 64,,,True,True
O2940,212.0,9 <= age <= 64,,,True,True
O2941,212.0,9 <= age <= 64,,,True,True
O2942,212.0,9 <= age <= 64,,,True,True
O2943,212.0,9 <= age <= 64,,,True,True
O295X1,212.0,9 <= age <= 64,,,True,True
O295X2,212.0,9 <= age <= 64,,,True,True
O295X3,212.0,9 <= age <= 64,,,True,True
O295X9,212.0,9 <= age <= 64,,,True,True
O2960,210.0,9 <= age <= 64,,,True,True
O2961,210.0,9 <= age <= 64,,,True,True
O2962,210.0,9 <= age <= 64,,,True,True
O2963,210.0,9 <= age <= 64,,,True,True
O298X1,212.0,9 <= age <= 64,,,True,True
O298X2,212.0,9 <= age <= 64,,,True,True
O298X3,212.0,9 <= age <= 64,,,True,True
O298X9,212.0,9 <= age <= 64,,,True,True
O2990,212.0,9 <= age <= 64,,,True,True
O2991,212.0,9 <= age <= 64,,,True,True
O2992,212.0,9 <= age <= 64,,,True,True
O2993,212.0,9 <= age <= 64,,,True,True
O30001,210.0,9 <= age <= 64,,,True,True
O30002,210.0,9 <= age <= 64,,,True,True
O30003,210.0,9 <= age <= 64,,,True,True
O30009,210.0,9 <= age <= 64,,,True,True
O30011,210.0,9 <= age <= 64,,,True,True
O30012,210.0,9 <= age <= 64,,,True,True
O30013,210.0,9 <= age <= 64,,,True,True
O30019,210.0,9 <= age <= 64,,,True,True
O30021,210.0,9 <= age <= 64,,,True,True
O30022,210.0,9 <= age <= 64,,,True,True
O30023,210.0,9 <= age <= 64,,,True,True
O30029,210.0,9 <= age <= 64,,,True,True
O30031,210.0,9 <= age <= 64,,,True,True
O30032,210.0,9 <= age <= 64,,,True,True
O30033,210.0,9 <= age <= 64,,,True,True
O30039,210.0,9 <= age <= 64,,,True,True
O30041,210.0,9 <= age <= 64,,,True,True
O30042,210.0,9 <= age <= 64,,,True,True
O30043,210.0,9 <= age <= 64,,,True,True
O30049,210.0,9 <= age <= 64,,,True,True
O30091,210.0,9 <= age <= 64,,,True,True
O30092,210.0,9 <= age <= 64,,,True,True
O30093,210.0,9 <= age <= 64,,,True,True
O30099,210.0,9 <= age <= 64,,,True,True
O30101,210.0,9 <= age <= 64,,,True,True
O30102,210.0,9 <= age <= 64,,,True,True
O30103,210.0,9 <= age <= 64,,,True,True
O30109,210.0,9 <= age <= 64,,,True,True
O30111,210.0,9 <= age <= 64,,,True,True
O30112,210.0,9 <= age <= 64,,,True,True
O30113,210.0,9 <= age <= 64,,,True,True
O30119,210.0,9 <= age <= 64,,,True,True
O30121,210.0,9 <= age <= 64,,,True,True
O30122,210.0,9 <= age <= 64,,,True,True
O30123,210.0,9 <= age <= 64,,,True,True
O30129,210.0,9 <= age <= 64,,,True,True
O30131,210.0,9 <= age <= 64,,,True,True
O30132,210.0,9 <= age <= 64,,,True,True
O30133,210.0,9 <= age <= 64,,,True,True
O30139,210.0,9 <= age <= 64,,,True,True
O30191,210.0,9 <= age <= 64,,,True,True
O30192,210.0,9 <= age <= 64,,,True,True
O30193,210.0,9 <= age <= 64,,,True,True
O30199,210.0,9 <= age <= 64,,,True,True
O30201,210.0,9 <= age <= 64,,,True,True
O30202,210.0,9 <= age <= 64,,,True,True
O30203,210.0,9 <= age <= 64,,,True,True
O30209,210.0,9 <= age <= 64,,,True,True
O30211,210.0,9 <= age <= 64,,,True,True
O30212,210.0,9 <= age <= 64,,,True,True
O30213,210.0,9 <= age <= 64,,,True,True
O30219,210.0,9 <= age <= 64,,,True,True
O30221,210.0,9 <= age <= 64,,,True,True
O30222,210.0,9 <= age <= 64,,,True,True
O30223,210.0,9 <= age <= 64,,,True,True
O30229,210.0,9 <= age <= 64,,,True,True
O30231,210.0,9 <= age <= 64,,,True,True
O30232,210.0,9 <= age <= 64,,,True,True
O30233,210.0,9 <= age <= 64,,,True,True
O30239,210.0,9 <= age <= 64,,,True,True
O30291,210.0,9 <= age <= 64,,,True,True
O30292,210.0,9 <= age <= 64,,,True,True
O30293,210.0,9 <= age <= 64,,,True,True
O30299,210.0,9 <= age <= 64,,,True,True
O30801,210.0,9 <= age <= 64,,,True,True
O30802,210.0,9 <= age <= 64,,,True,True
O30803,210.0,9 <= age <= 64,,,True,True
O30809,210.0,9 <= age <= 64,,,True,True
O30811,210.0,9 <= age <= 64,,,True,True
O30812,210.0,9 <= age <= 64,,,True,True
O30813,210.0,9 <= age <= 64,,,True,True
O30819,210.0,9 <= age <= 64,,,True,True
O30821,210.0,9 <= age <= 64,,,True,True
O30822,210.0,9 <= age <= 64,,,True,True
O30823,210.0,9 <= age <= 64,,,True,True
O30829,210.0,9 <= age <= 64,,,True,True
O30831,210.0,9 <= age <= 64,,,True,True
O30832,210.0,9 <= age <= 64,,,True,True
O30833,210.0,9 <= age <= 64,,,True,True
O30839,210.0,9 <= age <= 64,,,True,True
O30891,210.0,9 <= age <= 64,,,True,True
O30892,210.0,9 <= age <= 64,,,True,True
O30893,210.0,9 <= age <= 64,,,True,True
O30899,210.0,9 <= age <= 64,,,True,True
O3090,210.0,9 <= age <= 64,,,True,True
O3091,210.0,9 <= age <= 64,,,True,True
O3092,210.0,9 <= age <= 64,,,True,True
O3093,210.0,9 <= age <= 64,,,True,True
O3100X0,212.0,9 <= age <= 64,,,True,True
O3100X1,210.0,9 <= age <= 64,,,True,True
O3100X1,212.0,9 <= age <= 64,,,True,True
O3100X2,210.0,9 <= age <= 64,,,True,True
O3100X2,212.0,9 <= age <= 64,,,True,True
O3100X3,210.0,9 <= age <= 64,,,True,True
O3100X3,212.0,9 <= age <= 64,,,True,True
O3100X4,210.0,9 <= age <= 64,,,True,True
O3100X4,212.0,9 <= age <= 64,,,True,True
O3100X5,210.0,9 <= age <= 64,,,True,True
O3100X5,212.0,9 <= age <= 64,,,True,True
O3100X9,210.0,9 <= age <= 64,,,True,True
O3100X9,212.0,9 <= age <= 64,,,True,True
O3101X0,212.0,9 <= age <= 64,,,True,True
O3101X1,210.0,9 <= age <= 64,,,True,True
O3101X1,212.0,9 <= age <= 64,,,True,True
O3101X2,210.0,9 <= age <= 64,,,True,True
O3101X2,212.0,9 <= age <= 64,,,True,True
O3101X3,210.0,9 <= age <= 64,,,True,True
O3101X3,212.0,9 <= age <= 64,,,True,True
O3101X4,210.0,9 <= age <= 64,,,True,True
O3101X4,212.0,9 <= age <= 64,,,True,True
O3101X5,210.0,9 <= age <= 64,,,True,True
O3101X5,212.0,9 <= age <= 64,,,True,True
O3101X9,210.0,9 <= age <= 64,,,True,True
O3101X9,212.0,9 <= age <= 64,,,True,True
O3102X0,212.0,9 <= age <= 64,,,True,True
O3102X1,210.0,9 <= age <= 64,,,True,True
O3102X1,212.0,9 <= age <= 64,,,True,True
O3102X2,210.0,9 <= age <= 64,,,True,True
O3102X2,212.0,9 <= age <= 64,,,True,True
O3102X3,210.0,9 <= age <= 64,,,True,True
O3102X3,212.0,9 <= age <= 64,,,True,True
O3102X4,210.0,9 <= age <= 64,,,True,True
O3102X4,212.0,9 <= age <= 64,,,True,True
O3102X5,210.0,9 <= age <= 64,,,True,True
O3102X5,212.0,9 <= age <= 64,,,True,True
O3102X9,210.0,9 <= age <= 64,,,True,True
O3102X9,212.0,9 <= age <= 64,,,True,True
O3103X0,212.0,9 <= age <= 64,,,True,True
O3103X1,210.0,9 <= age <= 64,,,True,True
O3103X1,212.0,9 <= age <= 64,,,True,True
O3103X2,210.0,9 <= age <= 64,,,True,True
O3103X2,212.0,9 <= age <= 64,,,True,True
O3103X3,210.0,9 <= age <= 64,,,True,True
O3103X3,212.0,9 <= age <= 64,,,True,True
O3103X4,210.0,9 <= age <= 64,,,True,True
O3103X4,212.0,9 <= age <= 64,,,True,True
O3103X5,210.0,9 <= age <= 64,,,True,True
O3103X5,212.0,9 <= age <= 64,,,True,True
O3103X9,210.0,9 <= age <= 64,,,True,True
O3103X9,212.0,9 <= age <= 64,,,True,True
O3110X0,210.0,9 <= age <= 64,,,True,True
O3110X1,210.0,9 <= age <= 64,,,True,True
O3110X2,210.0,9 <= age <= 64,,,True,True
O3110X3,210.0,9 <= age <= 64,,,True,True
O3110X4,210.0,9 <= age <= 64,,,True,True
O3110X5,210.0,9 <= age <= 64,,,True,True
O3110X9,210.0,9 <= age <= 64,,,True,True
O3111X0,210.0,9 <= age <= 64,,,True,True
O3111X1,210.0,9 <= age <= 64,,,True,True
O3111X2,210.0,9 <= age <= 64,,,True,True
O3111X3,210.0,9 <= age <= 64,,,True,True
O3111X4,210.0,9 <= age <= 64,,,True,True
