ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION,valid_ICD10_2025,valid_ICD10_2026
C7A093,12.0,,,,True,True
C7A094,12.0,,,,True,True
C7A095,12.0,,,,True,True
C7A096,12.0,,,,True,True
C7A098,12.0,,,,True,True
C7A1,12.0,,,,True,True
C7A8,12.0,,,,True,True
C7B00,8.0,,,,True,True
C7B01,8.0,,,,True,True
C7B02,8.0,,,,True,True
C7B03,8.0,,,,True,True
C7B04,8.0,,,,True,True
C7B09,8.0,,,,True,True
C7B1,8.0,,,,True,True
C7B8,8.0,,,,True,True
C800,8.0,,,,True,True
C801,13.0,,,,True,True
C802,12.0,,,,True,True
C8100,12.0,,,,True,True
C8101,12.0,,,,True,True
C8102,12.0,,,,True,True
C8103,12.0,,,,True,True
C8104,12.0,,,,True,True
C8105,12.0,,,,True,True
C8106,12.0,,,,True,True
C8107,12.0,,,,True,True
C8108,12.0,,,,True,True
C8109,12.0,,,,True,True
C810A,12.0,,,,True,True
C8110,12.0,,,,True,True
C8111,12.0,,,,True,True
C8112,12.0,,,,True,True
C8113,12.0,,,,True,True
C8114,12.0,,,,True,True
C8115,12.0,,,,True,True
C8116,12.0,,,,True,True
C8117,12.0,,,,True,True
C8118,12.0,,,,True,True
C8119,12.0,,,,True,True
C811A,12.0,,,,True,True
C8120,12.0,,,,True,True
C8121,12.0,,,,True,True
C8122,12.0,,,,True,True
C8123,12.0,,,,True,True
C8124,12.0,,,,True,True
C8125,12.0,,,,True,True
C8126,12.0,,,,True,True
C8127,12.0,,,,True,True
C8128,12.0,,,,True,True
C8129,12.0,,,,True,True
C812A,12.0,,,,True,True
C8130,12.0,,,,True,True
C8131,12.0,,,,True,True
C8132,12.0,,,,True,True
C8133,12.0,,,,True,True
C8134,12.0,,,,True,True
C8135,12.0,,,,True,True
C8136,12.0,,,,True,True
C8137,12.0,,,,True,True
C8138,12.0,,,,True,True
C8139,12.0,,,,True,True
C813A,12.0,,,,True,True
C8140,12.0,,,,True,True
C8141,12.0,,,,True,True
C8142,12.0,,,,True,True
C8143,12.0,,,,True,True
C8144,12.0,,,,True,True
C8145,12.0,,,,True,True
C8146,12.0,,,,True,True
C8147,12.0,,,,True,True
C8148,12.0,,,,True,True
C8149,12.0,,,,True,True
C814A,12.0,,,,True,True
C8170,12.0,,,,True,True
C8171,12.0,,,,True,True
C8172,12.0,,,,True,True
C8173,12.0,,,,True,True
C8174,12.0,,,,True,True
C8175,12.0,,,,True,True
C8176,12.0,,,,True,True
C8177,12.0,,,,True,True
C8178,12.0,,,,True,True
C8179,12.0,,,,True,True
C817A,12.0,,,,True,True
C8190,12.0,,,,True,True
C8191,12.0,,,,True,True
C8192,12.0,,,,True,True
C8193,12.0,,,,True,True
C8194,12.0,,,,True,True
C8195,12.0,,,,True,True
C8196,12.0,,,,True,True
C8197,12.0,,,,True,True
C8198,12.0,,,,True,True
C8199,12.0,,,,True,True
C819A,12.0,,,,True,True
C8200,10.0,,,,True,True
C8201,10.0,,,,True,True
C8202,10.0,,,,True,True
C8203,10.0,,,,True,True
C8204,10.0,,,,True,True
C8205,10.0,,,,True,True
C8206,10.0,,,,True,True
C8207,10.0,,,,True,True
C8208,10.0,,,,True,True
C8209,10.0,,,,True,True
C820A,10.0,,,,True,True
C8210,10.0,,,,True,True
C8211,10.0,,,,True,True
C8212,10.0,,,,True,True
C8213,10.0,,,,True,True
C8214,10.0,,,,True,True
C8215,10.0,,,,True,True
C8216,10.0,,,,True,True
C8217,10.0,,,,True,True
C8218,10.0,,,,True,True
C8219,10.0,,,,True,True
C821A,10.0,,,,True,True
C8220,10.0,,,,True,True
C8221,10.0,,,,True,True
C8222,10.0,,,,True,True
C8223,10.0,,,,True,True
C8224,10.0,,,,True,True
C8225,10.0,,,,True,True
C8226,10.0,,,,True,True
C8227,10.0,,,,True,True
C8228,10.0,,,,True,True
C8229,10.0,,,,True,True
C822A,10.0,,,,True,True
C8230,10.0,,,,True,True
C8231,10.0,,,,True,True
C8232,10.0,,,,True,True
C8233,10.0,,,,True,True
C8234,10.0,,,,True,True
C8235,10.0,,,,True,True
C8236,10.0,,,,True,True
C8237,10.0,,,,True,True
C8238,10.0,,,,True,True
C8239,10.0,,,,True,True
C823A,10.0,,,,True,True
C8240,10.0,,,,True,True
C8241,10.0,,,,True,True
C8242,10.0,,,,True,True
C8243,10.0,,,,True,True
C8244,10.0,,,,True,True
C8245,10.0,,,,True,True
C8246,10.0,,,,True,True
C8247,10.0,,,,True,True
C8248,10.0,,,,True,True
C8249,10.0,,,,True,True
C824A,10.0,,,,True,True
C8250,10.0,,,,True,True
C8251,10.0,,,,True,True
C8252,10.0,,,,True,True
C8253,10.0,,,,True,True
C8254,10.0,,,,True,True
C8255,10.0,,,,True,True
C8256,10.0,,,,True,True
C8257,10.0,,,,True,True
C8258,10.0,,,,True,True
C8259,10.0,,,,True,True
C825A,10.0,,,,True,True
C8260,10.0,,,,True,True
C8261,10.0,,,,True,True
C8262,10.0,,,,True,True
C8263,10.0,,,,True,True
C8264,10.0,,,,True,True
C8265,10.0,,,,True,True
C8266,10.0,,,,True,True
C8267,10.0,,,,True,True
C8268,10.0,,,,True,True
C8269,10.0,,,,True,True
C826A,10.0,,,,True,True
C8280,10.0,,,,True,True
C8281,10.0,,,,True,True
C8282,10.0,,,,True,True
C8283,10.0,,,,True,True
C8284,10.0,,,,True,True
C8285,10.0,,,,True,True
C8286,10.0,,,,True,True
C8287,10.0,,,,True,True
C8288,10.0,,,,True,True
C8289,10.0,,,,True,True
C828A,10.0,,,,True,True
C8290,10.0,,,,True,True
C8291,10.0,,,,True,True
C8292,10.0,,,,True,True
C8293,10.0,,,,True,True
C8294,10.0,,,,True,True
C8295,10.0,,,,True,True
C8296,10.0,,,,True,True
C8297,10.0,,,,True,True
C8298,10.0,,,,True,True
C8299,10.0,,,,True,True
C829A,10.0,,,,True,True
C8300,10.0,,,,True,True
C8301,10.0,,,,True,True
C8302,10.0,,,,True,True
C8303,10.0,,,,True,True
C8304,10.0,,,,True,True
C8305,10.0,,,,True,True
C8306,10.0,,,,True,True
C8307,10.0,,,,True,True
C8308,10.0,,,,True,True
C8309,10.0,,,,True,True
C830A,10.0,,,,True,True
C8310,10.0,,,,True,True
C8311,10.0,,,,True,True
C8312,10.0,,,,True,True
C8313,10.0,,,,True,True
C8314,10.0,,,,True,True
C8315,10.0,,,,True,True
C8316,10.0,,,,True,True
C8317,10.0,,,,True,True
C8318,10.0,,,,True,True
C8319,10.0,,,,True,True
C831A,10.0,,,,True,True
C8330,10.0,,,,True,True
C8331,10.0,,,,True,True
C8332,10.0,,,,True,True
C8333,10.0,,,,True,True
C8334,10.0,,,,True,True
C8335,10.0,,,,True,True
C8336,10.0,,,,True,True
C8337,10.0,,,,True,True
C8338,10.0,,,,True,True
C83390,10.0,,,,True,True
C83398,10.0,,,,True,True
C833A,10.0,,,,True,True
C8350,10.0,,,,True,True
C8351,10.0,,,,True,True
C8352,10.0,,,,True,True
C8353,10.0,,,,True,True
C8354,10.0,,,,True,True
C8355,10.0,,,,True,True
C8356,10.0,,,,True,True
C8357,10.0,,,,True,True
C8358,10.0,,,,True,True
C8359,10.0,,,,True,True
C835A,10.0,,,,True,True
C8370,10.0,,,,True,True
C8371,10.0,,,,True,True
C8372,10.0,,,,True,True
C8373,10.0,,,,True,True
C8374,10.0,,,,True,True
C8375,10.0,,,,True,True
C8376,10.0,,,,True,True
C8377,10.0,,,,True,True
C8378,10.0,,,,True,True
C8379,10.0,,,,True,True
C837A,10.0,,,,True,True
C8380,10.0,,,,True,True
C8381,10.0,,,,True,True
C8382,10.0,,,,True,True
C8383,10.0,,,,True,True
C8384,10.0,,,,True,True
C8385,10.0,,,,True,True
C8386,10.0,,,,True,True
C8387,10.0,,,,True,True
C8388,10.0,,,,True,True
C8389,10.0,,,,True,True
C838A,10.0,,,,True,True
C8390,10.0,,,,True,True
C8391,10.0,,,,True,True
C8392,10.0,,,,True,True
C8393,10.0,,,,True,True
C8394,10.0,,,,True,True
C8395,10.0,,,,True,True
C8396,10.0,,,,True,True
C8397,10.0,,,,True,True
C8398,10.0,,,,True,True
C8399,10.0,,,,True,True
C839A,10.0,,,,True,True
C8400,10.0,,,,True,True
C8401,10.0,,,,True,True
C8402,10.0,,,,True,True
C8403,10.0,,,,True,True
C8404,10.0,,,,True,True
C8405,10.0,,,,True,True
C8406,10.0,,,,True,True
C8407,10.0,,,,True,True
C8408,10.0,,,,True,True
C8409,10.0,,,,True,True
C840A,10.0,,,,True,True
C8410,10.0,,,,True,True
C8411,10.0,,,,True,True
C8412,10.0,,,,True,True
C8413,10.0,,,,True,True
C8414,10.0,,,,True,True
C8415,10.0,,,,True,True
C8416,10.0,,,,True,True
C8417,10.0,,,,True,True
C8418,10.0,,,,True,True
C8419,10.0,,,,True,True
C841A,10.0,,,,True,True
C8440,10.0,,,,True,True
C8441,10.0,,,,True,True
C8442,10.0,,,,True,True
C8443,10.0,,,,True,True
C8444,10.0,,,,True,True
C8445,10.0,,,,True,True
C8446,10.0,,,,True,True
C8447,10.0,,,,True,True
C8448,10.0,,,,True,True
C8449,10.0,,,,True,True
C844A,10.0,,,,True,True
C8460,10.0,,,,True,True
C8461,10.0,,,,True,True
C8462,10.0,,,,True,True
C8463,10.0,,,,True,True
C8464,10.0,,,,True,True
C8465,10.0,,,,True,True
C8466,10.0,,,,True,True
C8467,10.0,,,,True,True
C8468,10.0,,,,True,True
C8469,10.0,,,,True,True
C846A,10.0,,,,True,True
C8470,10.0,,,,True,True
C8471,10.0,,,,True,True
C8472,10.0,,,,True,True
C8473,10.0,,,,True,True
C8474,10.0,,,,True,True
C8475,10.0,,,,True,True
C8476,10.0,,,,True,True
C8477,10.0,,,,True,True
C8478,10.0,,,,True,True
C8479,10.0,,,,True,True
C847A,10.0,,,,True,True
C847B,10.0,,,,True,True
C8490,10.0,,,,True,True
C8491,10.0,,,,True,True
C8492,10.0,,,,True,True
C8493,10.0,,,,True,True
C8494,10.0,,,,True,True
C8495,10.0,,,,True,True
C8496,10.0,,,,True,True
C8497,10.0,,,,True,True
C8498,10.0,,,,True,True
C8499,10.0,,,,True,True
C849A,10.0,,,,True,True
C84A0,10.0,,,,True,True
C84A1,10.0,,,,True,True
C84A2,10.0,,,,True,True
C84A3,10.0,,,,True,True
C84A4,10.0,,,,True,True
C84A5,10.0,,,,True,True
C84A6,10.0,,,,True,True
C84A7,10.0,,,,True,True
C84A8,10.0,,,,True,True
C84A9,10.0,,,,True,True
C84AA,10.0,,,,True,True
C84Z0,10.0,,,,True,True
C84Z1,10.0,,,,True,True
C84Z2,10.0,,,,True,True
C84Z3,10.0,,,,True,True
C84Z4,10.0,,,,True,True
C84Z5,10.0,,,,True,True
C84Z6,10.0,,,,True,True
C84Z7,10.0,,,,True,True
C84Z8,10.0,,,,True,True
C84Z9,10.0,,,,True,True
C84ZA,10.0,,,,True,True
C8510,10.0,,,,True,True
C8511,10.0,,,,True,True
C8512,10.0,,,,True,True
C8513,10.0,,,,True,True
C8514,10.0,,,,True,True
C8515,10.0,,,,True,True
C8516,10.0,,,,True,True
C8517,10.0,,,,True,True
C8518,10.0,,,,True,True
C8519,10.0,,,,True,True
C851A,10.0,,,,True,True
C8520,10.0,,,,True,True
C8521,10.0,,,,True,True
C8522,10.0,,,,True,True
C8523,10.0,,,,True,True
C8524,10.0,,,,True,True
C8525,10.0,,,,True,True
C8526,10.0,,,,True,True
C8527,10.0,,,,True,True
C8528,10.0,,,,True,True
C8529,10.0,,,,True,True
C852A,10.0,,,,True,True
C8580,10.0,,,,True,True
C8581,10.0,,,,True,True
C8582,10.0,,,,True,True
C8583,10.0,,,,True,True
C8584,10.0,,,,True,True
C8585,10.0,,,,True,True
C8586,10.0,,,,True,True
C8587,10.0,,,,True,True
C8588,10.0,,,,True,True
C8589,10.0,,,,True,True
C858A,10.0,,,,True,True
C8590,10.0,,,,True,True
C8591,10.0,,,,True,True
C8592,10.0,,,,True,True
C8593,10.0,,,,True,True
C8594,10.0,,,,True,True
C8595,10.0,,,,True,True
C8596,10.0,,,,True,True
C8597,10.0,,,,True,True
C8598,10.0,,,,True,True
C8599,10.0,,,,True,True
C859A,10.0,,,,True,True
C8600,10.0,,,,True,True
C8601,10.0,,,,True,True
C8610,10.0,,,,True,True
C8611,10.0,,,,True,True
C8620,10.0,,,,True,True
C8621,10.0,,,,True,True
C8630,10.0,,,,True,True
C8631,10.0,,,,True,True
C8640,10.0,,,,True,True
C8641,10.0,,,,True,True
C8650,10.0,,,,True,True
C8651,10.0,,,,True,True
C8660,10.0,,,,True,True
C8661,10.0,,,,True,True
C8800,10.0,,,,True,True
C8801,10.0,,,,True,True
C8820,10.0,,,,True,True
C8821,10.0,,,,True,True
C8830,10.0,,,,True,True
C8831,10.0,,,,True,True
C8840,10.0,,,,True,True
C8841,10.0,,,,True,True
C8880,10.0,,,,True,True
C8881,10.0,,,,True,True
C8890,10.0,,,,True,True
C8891,10.0,,,,True,True
C9000,9.0,,,,True,True
C9001,9.0,,,,True,True
C9002,9.0,,,,True,True
C9010,9.0,,,,True,True
C9011,9.0,,,,True,True
C9012,9.0,,,,True,True
C9020,9.0,,,,True,True
C9021,9.0,,,,True,True
C9022,9.0,,,,True,True
C9030,10.0,,,,True,True
C9031,10.0,,,,True,True
C9032,10.0,,,,True,True
C9100,8.0,,age >= 18,,True,True
C9100,9.0,,age < 18,,True,True
C9101,8.0,,age >= 18,,True,True
C9101,9.0,,age < 18,,True,True
C9102,8.0,,age >= 18,,True,True
C9102,9.0,,age < 18,,True,True
C9110,10.0,,,,True,True
C9111,10.0,,,,True,True
C9112,10.0,,,,True,True
C9130,10.0,,,,True,True
C9131,10.0,,,,True,True
C9132,10.0,,,,True,True
C9140,10.0,,,,True,True
C9141,10.0,,,,True,True
C9142,10.0,,,,True,True
C9150,10.0,age >= 15,,,True,True
C9151,10.0,age >= 15,,,True,True
C9152,10.0,age >= 15,,,True,True
C9160,10.0,,,,True,True
C9161,10.0,,,,True,True
C9162,10.0,,,,True,True
C9190,10.0,,,,True,True
C9191,10.0,,,,True,True
C9192,10.0,,,,True,True
C91A0,10.0,,,,True,True
C91A1,10.0,,,,True,True
C91A2,10.0,,,,True,True
C91Z0,10.0,,,,True,True
C91Z1,10.0,,,,True,True
C91Z2,10.0,,,,True,True
C9200,8.0,,,,True,True
C9201,8.0,,,,True,True
C9202,8.0,,,,True,True
C9210,9.0,,,,True,True
C9211,9.0,,,,True,True
C9212,9.0,,,,True,True
C9220,9.0,,,,True,True
C9221,9.0,,,,True,True
C9222,9.0,,,,True,True
C9230,9.0,,,,True,True
C9231,9.0,,,,True,True
C9232,9.0,,,,True,True
C9240,8.0,,,,True,True
C9241,8.0,,,,True,True
C9242,8.0,,,,True,True
C9250,8.0,,,,True,True
C9251,8.0,,,,True,True
C9252,8.0,,,,True,True
C9260,8.0,,,,True,True
C9261,8.0,,,,True,True
C9262,8.0,,,,True,True
C9290,9.0,,,,True,True
C9291,9.0,,,,True,True
C9292,9.0,,,,True,True
C92A0,8.0,,,,True,True
C92A1,8.0,,,,True,True
C92A2,8.0,,,,True,True
C92Z0,9.0,,,,True,True
C92Z1,9.0,,,,True,True
C92Z2,9.0,,,,True,True
C9300,8.0,,,,True,True
C9301,8.0,,,,True,True
C9302,8.0,,,,True,True
C9310,9.0,,,,True,True
C9311,9.0,,,,True,True
C9312,9.0,,,,True,True
C9330,9.0,0 <= age <= 17,,,True,True
C9331,9.0,0 <= age <= 17,,,True,True
C9332,9.0,0 <= age <= 17,,,True,True
C9390,9.0,,,,True,True
C9391,9.0,,,,True,True
C9392,9.0,,,,True,True
C93Z0,9.0,,,,True,True
C93Z1,9.0,,,,True,True
C93Z2,9.0,,,,True,True
C9400,8.0,,,,True,True
C9401,8.0,,,,True,True
C9402,8.0,,,,True,True
C9420,8.0,,,,True,True
C9421,8.0,,,,True,True
C9422,8.0,,,,True,True
C9430,9.0,,,,True,True
C9431,9.0,,,,True,True
C9432,9.0,,,,True,True
C9440,8.0,,,,True,True
C9441,8.0,,,,True,True
C9442,8.0,,,,True,True
C946,75.0,,,,True,True
C9480,9.0,,,,True,True
C9481,9.0,,,,True,True
C9482,9.0,,,,True,True
C9500,8.0,,age >= 18,,True,True
C9500,9.0,,age < 18,,True,True
C9501,8.0,,age >= 18,,True,True
C9501,9.0,,age < 18,,True,True
C9502,8.0,,age >= 18,,True,True
C9502,9.0,,age < 18,,True,True
C9510,10.0,,,,True,True
C9511,10.0,,,,True,True
C9512,10.0,,,,True,True
C9590,10.0,,,,True,True
C9591,10.0,,,,True,True
C9592,10.0,,,,True,True
C960,10.0,,,,True,True
C9620,10.0,,,,True,True
C9621,10.0,,,,True,True
C9622,10.0,,,,True,True
C9629,10.0,,,,True,True
C964,10.0,,,,True,True
C965,10.0,,,,True,True
C966,10.0,,,,True,True
C969,10.0,,,,True,True
C96A,10.0,,,,True,True
C96Z,10.0,,,,True,True
D030,13.0,,,,True,True
D0310,13.0,,,,True,True
D03111,13.0,,,,True,True
D03112,13.0,,,,True,True
D03121,13.0,,,,True,True
D03122,13.0,,,,True,True
D0320,13.0,,,,True,True
D0321,13.0,,,,True,True
D0322,13.0,,,,True,True
D0330,13.0,,,,True,True
D0339,13.0,,,,True,True
D034,13.0,,,,True,True
D0351,13.0,,,,True,True
D0352,13.0,,,,True,True
D0359,13.0,,,,True,True
D0360,13.0,,,,True,True
D0361,13.0,,,,True,True
D0362,13.0,,,,True,True
D0370,13.0,,,,True,True
D0371,13.0,,,,True,True
D0372,13.0,,,,True,True
D038,13.0,,,,True,True
D039,13.0,,,,True,True
D151,10.0,,,,True,True
D1802,12.0,,,,True,True
D320,12.0,,,,True,True
D321,12.0,,,,True,True
D329,12.0,,,,True,True
D330,12.0,,,,True,True
D331,12.0,,,,True,True
D332,12.0,,,,True,True
D333,12.0,,,,True,True
D334,12.0,,,,True,True
D337,12.0,,,,True,True
D339,12.0,,,,True,True
D352,12.0,,,,True,True
D353,12.0,,,,True,True
D354,12.0,,,,True,True
D420,12.0,,,,True,True
D421,12.0,,,,True,True
D429,12.0,,,,True,True
D430,12.0,,,,True,True
D431,12.0,,,,True,True
D432,12.0,,,,True,True
D433,12.0,,,,True,True
D434,12.0,,,,True,True
D438,12.0,,,,True,True
D439,12.0,,,,True,True
D443,12.0,,,,True,True
D444,12.0,,,,True,True
D445,12.0,,,,True,True
D446,12.0,,,,True,True
D447,12.0,,,,True,True
D45,75.0,,,,True,True
D460,67.0,,,,True,True
D461,67.0,,,,True,True
D4620,67.0,,,,True,True
D4621,67.0,,,,True,True
D4622,67.0,,,,True,True
D464,67.0,,,,True,True
D469,67.0,,,,True,True
D46A,67.0,,,,True,True
D46B,67.0,,,,True,True
D46C,67.0,,,,True,True
D46Z,67.0,,,,True,True
D471,75.0,,,,True,True
D473,75.0,,,,True,True
D474,67.0,,,,True,True
D479,75.0,,,,True,True
D47Z1,67.0,,,,True,True
D47Z2,75.0,,,,True,True
D47Z9,75.0,,,,True,True
D496,12.0,,,,True,True
D561,71.0,,,,True,True
D562,71.0,,,,True,True
D565,71.0,,,,True,True
D5700,70.0,,,,True,True
D5701,70.0,,,,True,True
D5702,70.0,,,,True,True
D5703,70.0,,,,True,True
D5704,70.0,,,,True,True
D5709,70.0,,,,True,True
D571,70.0,,,,True,True
D5720,71.0,,,,True,True
D57211,71.0,,,,True,True
D57212,71.0,,,,True,True
D57213,71.0,,,,True,True
D57214,71.0,,,,True,True
D57218,71.0,,,,True,True
D57219,71.0,,,,True,True
D5740,71.0,,,,True,True
D57411,71.0,,,,True,True
D57412,71.0,,,,True,True
D57413,71.0,,,,True,True
D57414,71.0,,,,True,True
D57418,71.0,,,,True,True
D57419,71.0,,,,True,True
D5742,70.0,,,,True,True
D57431,70.0,,,,True,True
D57432,70.0,,,,True,True
D57433,70.0,,,,True,True
D57434,70.0,,,,True,True
D57438,70.0,,,,True,True
D57439,70.0,,,,True,True
D5744,71.0,,,,True,True
D57451,71.0,,,,True,True
D57452,71.0,,,,True,True
D57453,71.0,,,,True,True
D57454,71.0,,,,True,True
D57458,71.0,,,,True,True
D57459,71.0,,,,True,True
D5780,71.0,,,,True,True
D57811,71.0,,,,True,True
D57812,71.0,,,,True,True
D57813,71.0,,,,True,True
D57814,71.0,,,,True,True
D57818,71.0,,,,True,True
D57819,71.0,,,,True,True
D590,69.0,,,,True,True
D5910,69.0,,,,True,True
D5911,69.0,,,,True,True
D5912,69.0,,,,True,True
D5913,69.0,,,,True,True
D5919,69.0,,,,True,True
D592,69.0,,,,True,True
D5930,69.0,,,,True,True
D5931,69.0,,,,True,True
D5932,69.0,,,,True,True
D5939,69.0,,,,True,True
D594,69.0,,,,True,True
D595,69.0,,,,True,True
D596,69.0,,,,True,True
D598,69.0,,,,True,True
D599,69.0,,,,True,True
D600,68.0,,,,True,True
D601,68.0,,,,True,True
D608,68.0,,,,True,True
D609,68.0,,,,True,True
D6101,68.0,,,,True,True
D6102,68.0,,,,True,True
D6103,68.0,,,,True,True
D6109,68.0,,,,True,True
D611,68.0,,,,True,True
D612,68.0,,,,True,True
D613,68.0,,,,True,True
D6182,68.0,,,,True,True
D6189,68.0,,,,True,True
D619,68.0,,,,True,True
D640,75.0,,,,True,True
D641,75.0,,,,True,True
D642,75.0,,,,True,True
D643,75.0,,,,True,True
D65,75.0,,,,True,True
D66,66.0,,age < 65,1.0,True,True
D66,66.0,,age >= 65,1.0,True,True
D66,75.0,,,2.0,True,True
D67,66.0,,age < 65,1.0,True,True
D67,66.0,,age >= 65,1.0,True,True
D67,75.0,,,2.0,True,True
D6800,75.0,,,,True,True
D6801,75.0,,,,True,True
D68020,75.0,,,,True,True
D68021,75.0,,,,True,True
D68022,75.0,,,,True,True
D68023,75.0,,,,True,True
D68029,75.0,,,,True,True
D6803,75.0,,,,True,True
D6804,75.0,,,,True,True
D6809,75.0,,,,True,True
D681,75.0,,,,True,True
D682,75.0,,,,True,True
D68311,75.0,,,,True,True
D68312,75.0,,,,True,True
D68318,75.0,,,,True,True
D6832,75.0,,,,True,True
D684,75.0,,,,True,True
D6851,75.0,,,,True,True
D6852,75.0,,,,True,True
D6859,75.0,,,,True,True
D6861,75.0,,,,True,True
D6862,75.0,,,,True,True
D6869,75.0,,,,True,True
D688,75.0,,,,True,True
D689,75.0,,,,True,True
D691,75.0,,,,True,True
D693,75.0,,,,True,True
D6941,75.0,,,,True,True
D6942,75.0,,,,True,True
D6949,75.0,,,,True,True
D700,74.0,,,,True,True
D704,74.0,,,,True,True
D71,74.0,,,,True,False
D711,74.0,,,,False,True
D718,74.0,,,,False,True
D719,74.0,,,,False,True
D720,74.0,,,,True,True
D7581,67.0,,,,True,True
D75821,75.0,,,,True,True
D75822,75.0,,,,True,True
D75828,75.0,,,,True,True
D75829,75.0,,,,True,True
D7584,75.0,,,,True,True
D761,74.0,,,,True,True
D762,74.0,,,,True,True
D763,74.0,,,,True,True
D800,74.0,,,,True,True
D801,74.0,,,,True,True
D802,74.0,,,,True,True
D803,74.0,,,,True,True
D804,74.0,,,,True,True
D805,74.0,,,,True,True
D806,74.0,,,,True,True
D807,74.0,,,,True,True
D808,74.0,,,,True,True
D809,74.0,,,,True,True
D810,73.0,,,,True,True
D811,73.0,,,,True,True
D812,73.0,,,,True,True
D8130,73.0,,,,True,True
D8131,73.0,,,,True,True
D8132,73.0,,,,True,True
D8139,73.0,,,,True,True
D814,73.0,,,,True,True
D815,73.0,,,,True,True
D816,73.0,,,,True,True
D817,73.0,,,,True,True
D8182,73.0,,,,True,True
D8189,73.0,,,,True,True
D819,73.0,,,,True,True
D820,73.0,,,,True,True
D821,73.0,,,,True,True
D822,74.0,,,,True,True
D823,74.0,,,,True,True
D824,74.0,,,,True,True
D828,74.0,,,,True,True
D829,74.0,,,,True,True
D830,74.0,,,,True,True
D831,73.0,,,,True,True
D832,74.0,,,,True,True
D838,74.0,,,,True,True
D839,74.0,,,,True,True
D840,74.0,,,,True,True
D841,29.0,,,,True,True
D8481,74.0,,,,True,True
D84821,74.0,,,,True,True
D84822,74.0,,,,True,True
D8489,74.0,,,,True,True
D849,74.0,,,,True,True
D860,162.0,,,,True,True
D862,162.0,,,,True,True
D8681,4.0,,,,True,True
D8682,115.0,,,,True,True
D8685,135.0,,,,True,True
D893,74.0,,,,True,True
D8940,74.0,,,,True,True
D8941,74.0,,,,True,True
D8942,74.0,,,,True,True
D8943,74.0,,,,True,True
D8944,74.0,,,,True,True
D8949,74.0,,,,True,True
D89810,251.0,,,,True,True
D89811,251.0,,,,True,True
D89812,251.0,,,,True,True
D89813,251.0,,,,True,True
D8982,74.0,,,,True,True
D8984,74.0,,,,True,True
D8989,74.0,,,,True,True
D899,74.0,,,,True,True
E035,30.0,,,,True,True
E0800,19.0,,,,True,True
E0801,19.0,,,,True,True
E0810,19.0,,,,True,True
E0811,19.0,,,,True,True
E0821,20.0,,,,True,True
E0822,20.0,,,,True,True
E0829,20.0,,,,True,True
E08311,20.0,,,,True,True
E08319,20.0,,,,True,True
E083211,20.0,,,,True,True
E083212,20.0,,,,True,True
E083213,20.0,,,,True,True
E083219,20.0,,,,True,True
E083291,20.0,,,,True,True
E083292,20.0,,,,True,True
E083293,20.0,,,,True,True
E083299,20.0,,,,True,True
E083311,20.0,,,,True,True
E083312,20.0,,,,True,True
E083313,20.0,,,,True,True
E083319,20.0,,,,True,True
E083391,20.0,,,,True,True
E083392,20.0,,,,True,True
E083393,20.0,,,,True,True
E083399,20.0,,,,True,True
E083411,20.0,,,,True,True
E083412,20.0,,,,True,True
E083413,20.0,,,,True,True
E083419,20.0,,,,True,True
E083491,20.0,,,,True,True
E083492,20.0,,,,True,True
E083493,20.0,,,,True,True
E083499,20.0,,,,True,True
E083511,20.0,,,,True,True
E083512,20.0,,,,True,True
E083513,20.0,,,,True,True
E083519,20.0,,,,True,True
E083521,20.0,,,,True,True
E083522,20.0,,,,True,True
E083523,20.0,,,,True,True
E083529,20.0,,,,True,True
E083531,20.0,,,,True,True
E083532,20.0,,,,True,True
E083533,20.0,,,,True,True
E083539,20.0,,,,True,True
E083541,20.0,,,,True,True
E083542,20.0,,,,True,True
E083543,20.0,,,,True,True
E083549,20.0,,,,True,True
E083551,20.0,,,,True,True
E083552,20.0,,,,True,True
E083553,20.0,,,,True,True
E083559,20.0,,,,True,True
E083591,20.0,,,,True,True
E083592,20.0,,,,True,True
E083593,20.0,,,,True,True
E083599,20.0,,,,True,True
E0836,20.0,,,,True,True
E0837X1,20.0,,,,True,True
E0837X2,20.0,,,,True,True
E0837X3,20.0,,,,True,True
E0837X9,20.0,,,,True,True
E0839,20.0,,,,True,True
E0840,20.0,,,,True,True
E0841,20.0,,,,True,True
E0842,20.0,,,,True,True
E0843,20.0,,,,True,True
E0844,20.0,,,,True,True
E0849,20.0,,,,True,True
E0851,20.0,,,,True,True
E0852,20.0,,,,True,True
E0852,153.0,,,,True,True
E0859,20.0,,,,True,True
E08610,20.0,,,,True,True
E08618,20.0,,,,True,True
E08620,20.0,,,,True,True
E08621,20.0,,,,True,True
E08622,20.0,,,,True,True
E08628,20.0,,,,True,True
E08630,20.0,,,,True,True
E08638,20.0,,,,True,True
E08641,19.0,,,,True,True
E08649,21.0,,,,True,True
E0865,21.0,,,,True,True
E0869,20.0,,,,True,True
E088,21.0,,,,True,True
E089,21.0,,,,True,True
E0900,19.0,,,,True,True
E0901,19.0,,,,True,True
E0910,19.0,,,,True,True
E0911,19.0,,,,True,True
E0921,20.0,,,,True,True
E0922,20.0,,,,True,True
E0929,20.0,,,,True,True
E09311,20.0,,,,True,True
E09319,20.0,,,,True,True
E093211,20.0,,,,True,True
